Body_size,Wing_size,Body_R,Body_G,Body_B,Wing_R,Wing_G,Wing_B
39.6,34.1,244.4,197.6,183.8,169.5,152.2,189.5
39.6,34.1,231.3,244.2,208.2,134.3,164.5,162.5
39.6,34.1,254.0,214.7,232.2,167.2,168.8,149.4
39.6,34.1,233.8,235.3,215.0,207.8,165.5,156.1
39.6,34.1,236.4,238.2,230.4,167.9,179.8,174.7
39.6,34.1,162.8,207.9,239.6,114.8,203.0,172.1
39.6,34.1,242.2,289.5,210.4,166.0,148.8,160.7
39.6,34.1,226.7,213.5,213.4,166.4,180.7,193.5
39.6,34.1,215.7,181.3,187.5,142.5,158.0,184.2
39.6,34.1,221.8,226.1,225.7,188.7,145.1,181.9
39.6,34.1,257.2,212.3,218.5,156.3,149.9,139.7
39.6,34.1,177.7,289.6,196.5,177.6,156.0,191.5
39.6,34.1,299.8,247.5,206.6,141.0,168.4,176.5
39.6,34.1,223.8,219.4,247.0,150.3,199.6,227.8
39.6,34.1,248.8,208.6,204.8,141.0,128.2,173.0
39.6,34.1,238.7,176.4,225.9,140.3,188.7,170.3
39.6,34.1,227.0,260.3,197.2,137.9,203.1,168.6
39.6,34.1,236.6,236.4,220.2,138.7,178.1,207.0
39.6,34.1,262.0,215.6,222.4,182.0,180.9,169.1
39.6,34.1,260.7,280.3,229.8,180.9,145.7,168.5
39.6,34.1,246.6,164.8,223.7,197.7,183.0,145.7
39.6,34.1,258.8,244.5,202.8,165.1,144.5,177.9
39.6,34.1,214.5,244.9,263.0,223.0,137.3,195.3
39.6,34.1,181.4,174.4,170.8,145.5,154.2,196.1
39.6,34.1,199.1,188.9,263.0,165.6,171.5,169.7
39.6,34.1,192.9,207.3,241.5,190.3,195.7,177.1
39.6,34.1,195.9,198.8,235.4,194.2,167.2,174.6
39.6,34.1,218.0,238.4,249.0,205.1,174.9,175.8
39.6,34.1,274.6,222.2,225.9,193.5,170.0,171.6
39.6,34.1,233.0,269.0,181.8,186.4,158.1,163.4
39.6,34.1,214.9,298.1,207.9,147.0,190.9,181.0
39.6,34.1,224.4,195.1,219.2,139.4,179.3,166.8
39.6,34.1,248.2,224.6,258.8,139.5,206.5,169.7
39.6,34.1,196.0,214.1,182.8,237.6,166.9,205.0
39.6,34.1,183.8,196.2,234.1,124.4,142.3,195.0
39.6,34.1,221.4,201.7,213.0,157.8,192.0,226.9
39.6,34.1,206.2,172.3,230.2,159.4,181.4,222.4
39.6,34.1,217.8,238.2,259.3,165.5,118.8,184.1
39.6,34.1,220.5,175.3,207.1,199.7,124.3,186.1
39.6,34.1,283.5,126.7,222.4,138.7,141.3,184.2
39.6,34.1,286.6,183.8,228.0,164.1,178.4,169.0
39.6,34.1,213.2,232.0,215.7,143.9,166.7,182.1
39.6,34.1,251.9,168.1,203.4,166.7,215.6,118.2
39.6,34.1,263.2,222.4,220.3,162.0,245.0,174.6
39.6,34.1,237.6,226.6,194.3,189.7,152.1,202.7
39.6,34.1,272.6,245.3,232.4,164.4,128.4,217.2
39.6,34.1,205.8,246.9,190.8,104.7,177.8,171.9
39.6,34.1,264.0,170.9,206.5,118.5,171.9,180.0
39.6,34.1,208.4,263.8,201.8,130.2,149.1,124.3
39.6,34.1,255.4,221.1,214.6,212.4,137.3,153.9
39.6,34.1,230.5,224.9,217.5,151.6,143.3,169.8
39.6,34.1,232.2,181.5,208.2,162.3,184.0,185.5
39.6,34.1,243.6,216.1,195.6,153.0,213.2,196.9
39.6,34.1,221.8,215.2,223.7,148.0,141.8,220.0
39.6,34.1,203.6,243.7,228.0,159.5,172.1,160.2
39.6,34.1,189.4,285.6,191.8,186.9,159.5,140.3
39.6,34.1,222.3,189.2,254.5,153.4,184.8,160.6
39.6,34.1,210.8,218.4,228.9,140.3,190.8,193.3
39.6,34.1,261.0,198.4,220.8,169.1,149.6,182.0
39.6,34.1,211.7,263.4,290.5,157.8,162.1,169.2
39.6,34.1,248.1,245.0,211.7,164.0,211.6,181.5
39.6,34.1,206.0,194.3,209.5,158.5,215.0,199.4
39.6,34.1,237.8,191.9,191.9,156.2,181.4,195.5
39.6,34.1,256.4,238.3,195.0,192.7,171.3,156.8
39.6,34.1,223.4,257.0,242.5,136.8,173.2,180.3
39.6,34.1,261.0,232.3,187.5,176.6,180.0,185.0
39.6,34.1,270.1,214.5,197.2,157.3,170.8,195.3
39.6,34.1,176.4,151.4,148.9,164.0,148.5,205.4
39.6,34.1,218.6,148.9,245.7,206.5,193.4,141.2
39.6,34.1,238.9,203.5,210.2,154.7,178.7,207.8
39.6,34.1,225.4,218.3,208.5,112.5,142.3,164.0
39.6,34.1,197.5,233.1,238.8,179.8,140.4,176.7
39.6,34.1,224.6,248.1,233.6,156.5,181.2,217.5
39.6,34.1,215.2,195.1,217.0,177.8,202.4,159.0
39.6,34.1,217.6,211.8,195.8,170.1,174.8,168.2
39.6,34.1,255.9,199.8,163.3,175.4,177.7,186.7
39.6,34.1,223.5,229.5,231.6,211.6,200.2,186.4
39.6,34.1,153.2,234.8,227.9,162.1,195.4,207.4
39.6,34.1,230.6,228.6,201.0,136.5,164.6,193.2
39.6,34.1,218.6,245.9,259.9,143.1,140.5,172.1
39.6,34.1,289.0,236.5,192.9,192.9,192.5,186.8
39.6,34.1,249.7,160.6,234.8,145.1,219.4,151.0
39.6,34.1,187.5,219.2,201.6,155.8,151.1,131.1
39.6,34.1,224.9,238.2,210.0,179.3,165.4,188.2
39.6,34.1,204.2,212.3,199.4,158.5,180.5,139.8
39.6,34.1,278.8,171.4,200.8,201.7,189.2,133.4
39.6,34.1,201.8,233.6,233.3,145.6,166.5,175.7
39.6,34.1,255.4,156.7,212.1,135.6,184.1,142.6
39.6,34.1,193.9,287.0,215.0,182.9,175.1,175.3
39.6,34.1,264.0,230.0,202.2,125.4,134.5,169.1
39.6,34.1,170.9,220.8,191.8,178.6,163.2,159.5
39.6,34.1,260.5,232.8,205.8,166.6,105.0,155.0
39.6,34.1,278.6,285.2,211.4,148.9,195.5,201.0
39.6,34.1,180.9,139.1,193.1,192.6,191.0,154.0
39.6,34.1,238.6,254.5,159.5,178.0,148.7,157.4
39.6,34.1,274.5,210.5,203.4,133.8,180.5,153.6
39.6,34.1,286.7,193.5,214.4,165.0,109.0,207.7
39.6,34.1,239.7,202.3,213.4,124.4,177.9,168.1
39.6,34.1,263.4,204.0,241.5,171.6,177.6,159.1
39.6,34.1,227.2,245.5,242.3,186.3,202.2,221.0
39.6,34.1,242.9,216.4,239.4,137.5,210.6,183.9
39.6,34.1,279.4,244.4,224.5,171.0,218.8,187.2
39.6,34.1,198.0,162.9,247.5,165.1,167.5,170.4
39.6,34.1,240.7,207.2,191.2,156.4,174.4,147.9
39.6,34.1,219.4,250.7,250.3,128.7,192.0,155.3
39.6,34.1,260.9,200.6,230.2,138.0,110.1,185.4
39.6,34.1,260.3,194.4,190.0,111.8,224.8,186.4
39.6,34.1,249.9,191.1,197.0,126.9,191.1,196.6
39.6,34.1,220.5,198.6,187.4,170.5,163.1,170.8
39.6,34.1,246.8,252.2,211.2,192.3,176.4,188.0
39.6,34.1,242.4,214.5,258.1,171.9,139.4,180.9
39.6,34.1,216.0,246.5,232.9,151.0,163.4,211.4
39.6,34.1,224.5,214.1,260.7,179.4,161.4,133.4
39.6,34.1,216.8,204.3,163.1,167.1,150.4,170.3
39.6,34.1,242.5,172.1,195.2,206.7,230.1,146.6
39.6,34.1,199.2,234.9,193.4,125.5,172.1,190.3
39.6,34.1,270.3,240.1,228.1,163.1,141.3,179.8
39.6,34.1,277.0,257.2,239.6,135.4,176.5,194.3
39.6,34.1,227.1,188.0,229.1,136.8,210.2,179.9
39.6,34.1,242.5,204.4,172.6,123.2,160.3,194.1
39.6,34.1,244.6,190.9,155.8,204.1,180.6,133.8
39.6,34.1,229.5,181.8,169.1,170.1,146.1,166.9
39.6,34.1,207.9,219.9,205.5,189.2,118.6,161.4
39.6,34.1,235.2,209.5,198.6,172.3,141.0,178.7
39.6,34.1,213.4,220.9,227.2,119.6,182.3,209.8
39.6,34.1,235.4,273.4,217.3,145.7,159.2,140.2
39.6,34.1,249.1,179.9,193.6,160.9,144.5,164.6
39.6,34.1,245.4,191.6,217.6,108.1,197.2,211.8
39.6,34.1,269.8,254.2,199.2,136.9,157.2,181.8
39.6,34.1,278.6,222.2,237.7,146.6,192.2,190.0
39.6,34.1,266.1,241.3,197.5,149.8,176.5,161.1
39.6,34.1,268.9,238.8,254.4,166.2,158.0,167.5
39.6,34.1,223.1,191.6,222.8,162.3,168.7,170.0
39.6,34.1,219.2,208.5,230.5,162.8,137.3,138.4
39.6,34.1,180.7,206.4,222.2,156.1,166.1,160.0
39.6,34.1,209.8,204.1,173.0,148.8,178.9,188.7
39.6,34.1,168.5,251.2,169.6,211.5,163.1,193.8
39.6,34.1,263.9,209.0,246.5,139.5,152.8,115.5
39.6,34.1,225.1,180.2,174.4,138.3,174.3,175.1
39.6,34.1,189.2,251.1,209.3,178.4,185.6,146.2
39.6,34.1,223.9,251.8,250.6,165.1,196.1,183.6
39.6,34.1,240.2,189.6,234.8,175.8,160.2,195.4
39.6,34.1,268.3,213.4,227.0,177.0,162.9,169.4
39.6,34.1,339.3,164.5,229.6,106.1,161.5,183.8
39.6,34.1,191.4,221.5,215.1,177.6,176.6,185.9
39.6,34.1,247.8,203.0,222.5,160.0,130.4,196.0
39.6,34.1,233.9,278.6,226.1,201.4,196.7,205.8
39.6,34.1,225.9,230.2,208.3,138.2,240.3,163.3
39.6,34.1,251.5,254.0,196.9,189.8,143.0,187.7
39.6,34.1,228.1,181.6,242.7,163.0,180.6,160.8
39.6,34.1,278.2,217.1,193.2,186.5,151.1,165.0
39.6,34.1,160.6,222.6,197.8,164.8,125.5,180.7
39.6,34.1,244.1,207.9,256.7,177.4,193.8,172.4
39.6,34.1,270.1,219.1,229.9,149.4,153.8,203.8
39.6,34.1,217.1,250.3,248.4,170.5,193.1,181.7
39.6,34.1,243.7,182.9,188.7,140.4,189.9,167.8
39.6,34.1,189.7,201.1,199.8,146.7,170.2,149.2
39.6,34.1,228.1,229.5,178.6,160.8,179.8,155.9
39.6,34.1,239.3,266.1,238.8,127.9,165.0,177.0
39.6,34.1,211.6,243.7,163.3,150.1,190.8,198.7
39.6,34.1,263.8,188.1,186.1,150.6,169.6,179.4
39.6,34.1,213.1,244.7,223.0,79.0,225.4,153.9
39.6,34.1,262.2,158.4,212.0,151.4,173.5,184.8
39.6,34.1,235.2,247.0,233.4,147.6,200.4,156.6
39.6,34.1,250.5,214.7,174.4,171.0,223.7,146.8
39.6,34.1,250.0,182.7,212.0,146.1,162.8,165.0
39.6,34.1,225.0,210.5,225.8,170.2,190.9,198.9
39.6,34.1,244.1,198.6,189.6,152.0,147.0,145.4
39.6,34.1,257.2,204.7,240.4,174.3,169.8,182.1
39.6,34.1,253.1,182.1,186.4,141.5,149.7,168.1
39.6,34.1,177.6,242.0,184.4,198.8,214.6,173.1
39.6,34.1,225.4,201.4,249.4,206.8,205.0,152.0
39.6,34.1,273.5,247.6,243.8,132.3,200.4,184.8
39.6,34.1,222.6,208.8,240.3,139.3,141.3,134.4
39.6,34.1,225.7,219.3,178.9,143.4,192.5,180.2
39.6,34.1,153.0,214.5,201.3,155.7,160.2,193.5
39.6,34.1,249.1,186.0,200.8,152.8,163.2,198.7
39.6,34.1,267.2,207.2,186.2,143.4,131.9,209.6
39.6,34.1,177.7,228.4,215.3,142.5,212.6,178.3
39.6,34.1,253.7,231.4,190.0,185.2,168.5,175.1
39.6,34.1,238.8,228.5,212.5,131.2,181.6,195.5
39.6,34.1,242.8,222.9,223.2,138.5,218.8,183.4
39.6,34.1,197.0,185.4,277.1,160.2,152.8,161.9
39.6,34.1,191.6,280.8,224.5,170.9,140.4,218.3
39.6,34.1,250.7,238.5,216.6,158.0,182.3,183.5
39.6,34.1,225.0,187.7,200.4,149.3,181.4,176.7
39.6,34.1,222.6,222.4,209.6,141.9,186.0,163.9
39.6,34.1,264.0,251.3,182.8,171.9,156.2,158.3
39.6,34.1,208.2,203.0,244.3,119.9,173.3,199.3
39.6,34.1,270.0,216.1,200.8,158.2,149.8,159.3
39.6,34.1,192.8,218.9,246.3,170.7,205.4,199.6
39.6,34.1,189.0,206.1,197.9,174.3,107.1,148.4
39.6,34.1,229.1,142.6,215.9,184.4,185.7,189.6
39.6,34.1,271.3,227.4,205.3,173.4,207.7,153.5
39.6,34.1,238.6,244.4,208.1,173.2,195.7,188.3
39.6,34.1,256.2,150.1,200.1,146.8,154.6,179.5
39.6,34.1,194.9,218.6,220.2,153.5,156.9,153.5
39.6,34.1,230.8,221.5,209.6,129.8,152.3,167.5
39.6,34.1,256.7,252.3,231.6,144.1,137.8,201.8
39.6,34.1,213.4,326.6,203.3,169.5,124.9,168.3
39.6,34.1,242.0,184.8,195.4,179.2,95.5,226.7
39.6,34.1,196.5,129.8,214.8,179.0,177.7,134.8
39.6,34.1,187.0,251.0,197.3,201.0,175.3,174.7
39.6,34.1,209.9,213.4,226.6,147.1,154.2,169.8
39.6,34.1,238.9,218.1,194.5,135.2,185.7,141.1
39.6,34.1,230.0,268.2,246.1,134.4,187.5,181.2
39.6,34.1,246.3,203.6,195.6,138.4,169.8,164.4
39.6,34.1,210.6,186.9,211.8,137.6,194.9,193.3
39.6,34.1,272.5,210.8,183.6,152.2,202.6,182.1
39.6,34.1,276.9,182.3,228.6,150.8,175.1,189.3
39.6,34.1,243.7,156.5,219.1,158.3,213.7,192.9
39.6,34.1,219.8,147.9,212.6,145.6,134.5,174.8
39.6,34.1,256.3,241.9,215.4,115.4,200.4,178.7
39.6,34.1,226.0,251.8,191.1,153.8,152.3,169.1
39.6,34.1,245.0,187.5,162.9,193.4,143.2,163.1
39.6,34.1,199.5,240.2,203.8,229.2,156.7,193.5
39.6,34.1,263.6,234.5,163.4,123.9,187.5,202.2
39.6,34.1,231.4,191.6,197.8,124.8,188.8,156.7
39.6,34.1,172.4,246.2,222.2,196.9,188.3,192.6
39.6,34.1,231.4,231.9,241.2,202.6,181.1,185.8
39.6,34.1,260.6,177.8,195.0,155.4,184.3,186.2
39.6,34.1,221.1,241.7,233.8,127.8,177.5,205.0
39.6,34.1,189.6,243.5,209.1,134.2,185.8,190.3
39.6,34.1,223.4,215.0,193.7,147.7,170.1,180.5
39.6,34.1,235.8,278.5,252.7,207.4,185.0,190.2
39.6,34.1,200.7,199.4,216.4,103.5,176.5,193.7
39.6,34.1,296.0,199.6,219.3,211.8,123.0,154.6
39.6,34.1,223.8,255.7,204.7,193.8,168.6,165.2
39.6,34.1,239.8,217.0,234.7,199.7,174.2,160.8
39.6,34.1,211.2,214.0,185.7,152.2,144.3,146.0
39.6,34.1,245.8,215.5,224.7,153.8,154.6,152.4
39.6,34.1,213.4,217.4,216.8,161.3,225.4,198.5
39.6,34.1,229.0,236.7,215.9,194.6,168.8,174.6
39.6,34.1,255.3,213.1,201.8,207.3,169.5,173.1
39.6,34.1,240.9,224.1,231.5,133.2,170.0,188.1
39.6,34.1,248.6,266.9,228.3,114.5,182.5,153.2
39.6,34.1,246.7,169.9,271.6,162.7,109.5,174.1
39.6,34.1,201.9,190.9,207.5,139.9,172.0,165.9
39.6,34.1,244.5,251.4,200.8,172.6,155.5,179.9
39.6,34.1,258.6,216.8,230.2,143.7,207.8,203.0
39.6,34.1,257.8,297.4,222.0,140.1,130.4,167.5
39.6,34.1,220.4,238.1,188.0,169.6,175.2,153.6
39.6,34.1,243.5,223.6,177.3,181.1,155.2,183.9
39.6,34.1,219.8,200.9,219.8,205.8,150.7,224.4
39.6,34.1,242.3,209.5,215.5,185.8,126.6,189.5
39.6,34.1,182.8,252.7,255.4,141.3,168.8,150.3
39.6,34.1,231.4,264.4,229.6,174.3,149.0,227.8
39.6,34.1,209.7,237.8,217.2,137.3,184.7,186.5
39.6,34.1,238.6,243.4,239.9,148.9,151.5,163.9
39.6,34.1,232.2,221.1,193.4,186.3,182.5,169.6
39.6,34.1,217.3,206.1,256.6,201.0,193.7,181.5
39.6,34.1,202.4,225.9,223.2,162.3,154.3,171.9
39.6,34.1,145.7,211.7,225.3,114.3,199.8,164.4
39.6,34.1,246.0,167.2,188.4,152.3,171.6,167.4
39.6,34.1,243.6,170.3,174.8,161.2,172.6,202.9
39.6,34.1,235.6,203.4,228.6,149.9,170.6,149.2
39.6,34.1,229.0,242.4,191.7,204.0,170.1,178.4
39.6,34.1,213.3,280.9,259.1,181.2,164.7,179.1
39.6,34.1,262.1,203.2,240.3,175.0,174.1,185.1
39.6,34.1,239.8,183.8,232.3,162.3,146.2,139.2
39.6,34.1,224.5,240.9,220.7,135.8,166.0,250.9
39.6,34.1,197.7,205.1,238.2,133.8,151.8,201.7
39.6,34.1,268.1,199.7,228.4,125.0,187.5,175.3
39.6,34.1,225.6,188.8,205.7,172.9,152.5,207.6
39.6,34.1,243.8,189.5,200.8,208.9,181.2,160.8
39.6,34.1,253.8,271.4,190.5,177.4,163.8,209.5
39.6,34.1,223.7,217.4,173.0,165.8,191.1,177.6
39.6,34.1,256.2,248.5,236.7,126.0,194.3,158.5
39.6,34.1,259.5,203.1,207.6,140.7,169.7,167.7
39.6,34.1,280.0,248.6,216.6,148.4,167.9,149.5
39.6,34.1,221.3,171.6,229.4,213.2,203.0,140.9
39.6,34.1,198.7,257.9,208.1,147.0,183.8,190.1
39.6,34.1,242.0,225.6,236.3,163.0,176.1,151.7
39.6,34.1,218.3,187.0,238.8,143.9,171.9,155.3
39.6,34.1,242.4,230.8,241.8,163.2,164.8,183.8
39.6,34.1,244.6,221.4,205.0,214.1,162.1,153.4
39.6,34.1,194.3,174.0,214.9,145.6,209.5,187.0
39.6,34.1,211.9,211.5,221.1,192.1,176.5,192.8
39.6,34.1,233.1,188.9,212.5,244.9,150.8,183.8
39.6,34.1,166.6,190.5,250.2,179.0,176.4,211.7
39.6,34.1,156.5,228.4,202.1,164.6,185.3,165.5
39.6,34.1,223.7,230.9,227.8,158.3,156.2,191.5
39.6,34.1,234.8,186.2,211.6,167.2,211.5,197.7
39.6,34.1,223.9,212.0,218.1,111.2,152.1,162.5
39.6,34.1,215.4,248.5,202.6,148.5,127.6,154.5
39.6,34.1,226.7,223.3,222.9,154.3,173.8,133.8
39.6,34.1,265.6,241.5,210.0,143.0,179.9,208.8
39.6,34.1,228.1,143.5,222.0,169.5,196.4,140.8
39.6,34.1,225.8,211.9,150.8,156.1,132.4,219.7
39.6,34.1,221.1,234.6,174.4,141.0,138.8,173.9
39.6,34.1,206.1,189.5,228.6,166.7,205.3,204.4
39.6,34.1,271.8,236.4,229.6,207.3,164.4,173.7
39.6,34.1,191.1,173.8,241.9,179.5,151.0,167.2
39.6,34.1,223.4,269.2,227.3,180.1,186.7,182.1
39.6,34.1,176.3,168.8,183.0,110.6,189.6,149.3
39.6,34.1,215.6,206.3,207.1,178.0,147.9,173.1
39.6,34.1,248.7,201.9,249.5,172.3,171.2,166.5
39.6,34.1,286.0,219.2,196.8,169.9,168.1,187.7
39.6,34.1,240.7,200.8,203.9,142.0,159.6,191.1
39.6,34.1,212.3,256.5,246.8,166.7,150.6,163.0
39.6,34.1,300.8,224.3,201.1,121.3,168.2,208.5
39.6,34.1,234.0,211.4,157.3,142.4,161.4,168.1
39.6,34.1,243.3,237.7,215.8,169.9,169.6,195.1
39.6,34.1,187.3,167.5,228.0,99.4,175.6,191.7
39.6,34.1,274.0,256.4,190.1,184.6,201.5,177.5
39.6,34.1,222.5,184.3,162.5,152.1,201.0,155.1
39.6,34.1,253.5,198.7,254.8,162.7,165.4,189.4
39.6,34.1,275.3,227.1,223.5,152.3,159.7,197.2
39.6,34.1,225.3,224.3,217.8,148.3,181.0,195.8
39.6,34.1,226.1,209.7,196.1,158.1,138.5,192.9
39.6,34.1,230.4,226.5,175.2,130.4,168.0,175.5
39.6,34.1,206.4,210.1,160.6,104.3,147.8,152.1
39.6,34.1,273.0,233.8,273.6,151.2,189.8,176.0
39.6,34.1,206.0,269.1,243.0,189.7,183.4,171.3
39.6,34.1,175.1,254.6,235.0,164.9,144.3,183.1
39.6,34.1,234.5,238.5,220.4,177.8,220.4,147.2
39.6,34.1,275.0,219.9,202.7,161.8,196.3,174.0
39.6,34.1,230.2,211.5,220.0,129.2,166.4,152.4
39.6,34.1,268.3,160.3,218.8,164.2,158.0,181.9
39.6,34.1,235.4,236.6,208.2,179.7,180.0,175.4
39.6,34.1,232.7,206.4,216.9,190.2,205.3,177.7
39.6,34.1,239.6,255.8,209.6,157.3,202.3,169.3
39.6,34.1,194.7,283.0,178.7,197.2,182.8,166.4
39.6,34.1,224.1,229.6,167.6,175.9,227.3,159.5
39.6,34.1,210.4,207.8,241.9,124.2,146.9,195.7
39.6,34.1,259.0,197.7,224.8,165.2,188.1,167.6
39.6,34.1,230.6,211.3,224.0,195.4,202.2,189.8
39.6,34.1,239.0,142.5,203.3,158.9,172.3,181.6
39.6,34.1,210.9,276.8,242.2,158.8,201.1,156.4
39.6,34.1,252.5,135.8,220.1,169.4,140.6,170.0
39.6,34.1,226.7,209.9,206.3,156.9,210.9,175.2
39.6,34.1,226.3,231.8,167.3,120.3,182.8,157.3
39.6,34.1,291.7,211.9,214.2,129.7,148.4,175.7
39.6,34.1,217.9,227.5,217.4,177.0,177.3,186.5
39.6,34.1,222.8,223.8,235.1,175.5,193.2,190.0
39.6,34.1,226.4,187.8,225.9,142.4,140.3,161.6
39.6,34.1,196.2,209.3,227.3,147.1,184.9,205.8
39.6,34.1,217.7,185.9,191.8,156.1,134.9,180.3
39.6,34.1,218.1,214.4,200.9,155.5,134.7,174.3
39.6,34.1,278.6,240.3,203.9,178.1,170.2,161.1
39.6,34.1,220.2,235.1,215.5,166.7,180.1,154.4
39.6,34.1,231.4,254.9,192.2,143.1,168.6,175.7
39.6,34.1,213.0,194.1,212.7,170.6,165.2,170.9
39.6,34.1,192.5,246.1,186.5,203.3,147.7,162.1
39.6,34.1,181.7,187.8,246.9,176.2,179.4,218.7
39.6,34.1,282.5,216.8,176.6,163.0,198.6,159.7
39.6,34.1,210.6,260.3,202.6,175.9,177.0,184.2
39.6,34.1,203.8,185.7,179.2,162.2,153.6,176.4
39.6,34.1,193.7,225.1,206.8,143.0,206.5,158.5
39.6,34.1,248.4,217.7,215.6,190.5,192.7,182.2
39.6,34.1,244.2,228.5,212.6,174.1,188.5,148.9
39.6,34.1,203.0,229.9,193.2,129.8,126.8,208.2
39.6,34.1,229.7,280.0,194.8,133.3,222.6,165.2
39.6,34.1,225.7,263.1,196.5,169.7,133.0,159.5
39.6,34.1,251.5,170.6,185.2,166.0,171.3,237.2
39.6,34.1,247.8,200.4,217.7,195.4,174.2,145.0
39.6,34.1,224.1,215.2,242.3,250.9,149.6,193.3
39.6,34.1,214.9,290.9,227.5,183.6,78.8,208.8
39.6,34.1,259.8,281.1,195.4,168.8,205.4,184.8
39.6,34.1,213.5,203.9,189.7,167.3,151.9,188.7
39.6,34.1,237.2,197.6,198.0,182.2,150.5,189.1
39.6,34.1,233.4,246.7,202.8,153.3,157.9,137.6
39.6,34.1,238.8,247.0,219.8,170.6,187.3,189.7
39.6,34.1,245.8,252.0,210.2,195.8,178.4,174.0
39.6,34.1,238.5,248.7,287.6,179.1,192.2,172.2
39.6,34.1,261.8,253.9,246.0,214.6,177.6,117.8
39.6,34.1,266.2,220.6,213.6,160.1,196.1,143.0
39.6,34.1,214.4,190.8,226.5,177.6,156.8,161.7
39.6,34.1,235.8,167.0,194.4,157.1,137.5,168.8
39.6,34.1,209.4,241.5,260.9,150.2,165.2,123.0
39.6,34.1,195.0,243.1,258.0,148.1,166.2,186.5
39.6,34.1,209.9,210.6,186.8,176.1,164.2,195.4
39.6,34.1,271.5,236.6,198.2,146.6,209.0,170.7
39.6,34.1,198.5,185.4,251.2,150.8,247.2,163.2
39.6,34.1,220.4,272.6,226.7,174.2,160.3,198.0
39.6,34.1,228.3,217.9,237.6,165.4,161.6,160.6
39.6,34.1,239.1,232.4,205.5,185.4,151.6,201.6
39.6,34.1,222.2,244.7,214.3,164.5,147.5,201.6
39.6,34.1,196.8,225.2,205.4,157.9,225.0,173.1
39.6,34.1,232.8,207.8,184.6,171.5,212.1,164.5
39.6,34.1,274.8,179.2,242.6,205.1,184.6,217.7
39.6,34.1,280.4,247.1,223.7,164.0,151.8,173.3
39.6,34.1,243.3,215.0,165.0,155.1,149.0,150.5
39.6,34.1,250.9,182.1,213.8,161.4,139.9,189.8
39.6,34.1,248.2,176.2,238.5,118.8,153.5,187.8
39.6,34.1,229.2,239.8,191.6,139.7,147.1,180.9
39.6,34.1,241.8,221.5,203.8,178.2,193.8,216.1
39.6,34.1,238.7,237.7,221.5,157.0,143.5,202.4
39.6,34.1,259.8,151.5,257.1,160.6,158.9,147.5
